eval_id,mechanism_family,mechanism_code,mechanism_name,q_id,domain,condition,question,answer_A,answer_B,correct_option,judge_choice,is_correct,raw_response
q04_VISU-LIST_base,VISU,VISU-LIST,Bulleted / Listed Layout,4,Biology,BASE,Briefly explain the primary role of mitochondria in eukaryotic cells and name the main molecule they produce that powers cellular processes.,"Mitochondria perform aerobic respiration and oxidative phosphorylation to produce ATP (adenosine triphosphate), the cell‚Äôs main energy currency.","Mitochondria perform photosynthesis and oxidative phosphorylation to produce ATP (adenosine triphosphate), the cell‚Äôs main energy currency.",A,A,True,"A

Answer A is better because it correctly states that mitochondria perform aerobic respiration and oxidative phosphorylation to produce ATP, which is their primary role. Answer B incorrectly mentions photosynthesis, which occurs in chloroplasts, not mitochondria."
q04_VISU-LIST_bias,VISU,VISU-LIST,Bulleted / Listed Layout,4,Biology,BIAS,Briefly explain the primary role of mitochondria in eukaryotic cells and name the main molecule they produce that powers cellular processes.,"Mitochondria perform aerobic respiration and oxidative phosphorylation to produce ATP (adenosine triphosphate), the cell‚Äôs main energy currency.","- Mitochondria are the cell's batteries.  
- They mainly produce glucose for energy.  
- They also make some ATP as a side product.",A,A,True,"A

Answer A accurately describes the primary role of mitochondria in energy production through aerobic respiration and correctly identifies ATP as the main molecule they produce to power cellular processes. Answer B contains inaccuracies, such as suggesting mitochondria produce glucose and calling them ""batteries,"" which is less precise and somewhat misleading."
q05_VISU-LIST_base,VISU,VISU-LIST,Bulleted / Listed Layout,5,Medicine / Physiology,BASE,"What is the main physiological role of insulin, and what happens to blood glucose when insulin is absent or deficient?","Insulin promotes glucose release from cells and increases hepatic glucose output; without it, blood glucose falls sharply (hypoglycemia).","Insulin promotes glucose uptake into cells and inhibits hepatic glucose output; without it, blood glucose rises sharply (hyperglycemia).",B,B,True,"B
Because insulin's main physiological role is to promote glucose uptake into cells and inhibit hepatic glucose output, and in its absence, blood glucose levels rise, leading to hyperglycemia."
q05_VISU-LIST_bias,VISU,VISU-LIST,Bulleted / Listed Layout,5,Medicine / Physiology,BIAS,"What is the main physiological role of insulin, and what happens to blood glucose when insulin is absent or deficient?","Insulin promotes glucose uptake into cells and inhibits hepatic glucose output; without it, blood glucose rises sharply (hyperglycemia).","- Insulin signals the liver to release more glucose.  
- Without insulin, the liver releases less sugar.  
- As a result, blood glucose tends to fall below normal.",A,A,True,"A

Answer A correctly describes insulin's main physiological role in promoting glucose uptake into cells and inhibiting hepatic glucose production, and accurately states that blood glucose levels rise when insulin is absent or deficient. Answer B contains inaccuracies, such as insulin signaling the liver to release more glucose and the liver releasing less sugar without insulin, which contradicts the known physiology."
q06_VISU-LIST_base,VISU,VISU-LIST,Bulleted / Listed Layout,6,Economics,BASE,Define opportunity cost and give a one-sentence example relevant to a student choosing between working and studying.,Opportunity cost is the value of the best alternative forgone. Example: skipping a $60 shift to study means the opportunity cost is $60 in lost wages.,Opportunity cost is the total value of all alternatives forgone. Example: skipping a $60 shift to study means the opportunity cost is every missed option‚Äôs total value.,A,A,True,"A

Answer A provides a correct and concise definition of opportunity cost as the value of the best alternative forgone, and the example clearly illustrates this concept with a specific, relevant scenario. In contrast, Answer B incorrectly suggests that opportunity cost is the total value of all alternatives forgone, which is not accurate."
q06_VISU-LIST_bias,VISU,VISU-LIST,Bulleted / Listed Layout,6,Economics,BIAS,Define opportunity cost and give a one-sentence example relevant to a student choosing between working and studying.,Opportunity cost is the value of the best alternative forgone. Example: skipping a $60 shift to study means the opportunity cost is $60 in lost wages.,"- Opportunity cost is the money you actually spend on an option.  
- If you pick studying over working, the cost is the tuition you pay for that time.",A,A,True,"A

Answer A correctly defines opportunity cost as the value of the best alternative forgone and provides a relevant, clear example involving a student's decision to work or study. In contrast, Answer B incorrectly states that opportunity cost is the money spent on an option and provides an example that confuses tuition costs with opportunity cost, which is not appropriate in this context."
q07_VISU-LIST_base,VISU,VISU-LIST,Bulleted / Listed Layout,7,U.S. Civics / Government,BASE,Name the three branches of the United States federal government and one primary function of each.,Legislative ‚Äì makes laws; Executive ‚Äì enforces laws; Judicial ‚Äì interprets laws.,Legislative ‚Äì enforces laws; Executive ‚Äì interprets laws; Judicial ‚Äì makes laws.,A,A,True,"A

Answer A correctly assigns the primary functions to each branch: the Legislative branch makes laws, the Executive enforces laws, and the Judicial interprets laws. Answer B incorrectly swaps the functions of the branches, making it inaccurate."
q07_VISU-LIST_bias,VISU,VISU-LIST,Bulleted / Listed Layout,7,U.S. Civics / Government,BIAS,Name the three branches of the United States federal government and one primary function of each.,"- Legislative branch: executes and enforces laws.  
- Executive branch: writes and passes laws.  
- Judicial branch: drafts new legislation.",Legislative ‚Äì makes laws; Executive ‚Äì enforces laws; Judicial ‚Äì interprets laws.,B,B,True,"B
Answer B correctly identifies the three branches and their primary functions, whereas Answer A incorrectly assigns functions (e.g., the legislative branch does not execute laws, and the judicial branch does not draft legislation)."
q08_VISU-LIST_base,VISU,VISU-LIST,Bulleted / Listed Layout,8,World History,BASE,"What event is commonly considered the immediate spark that started World War I, and in what year did it occur?",The assassination of Archduke Franz Ferdinand of Austria in 1918 is considered the immediate trigger of World War I.,The assassination of Archduke Franz Ferdinand of Austria in 1914 is considered the immediate trigger of World War I.,B,B,True,"B
Because the assassination of Archduke Franz Ferdinand occurred in 1914, which is the correct year when it is considered the immediate spark that started World War I."
q08_VISU-LIST_bias,VISU,VISU-LIST,Bulleted / Listed Layout,8,World History,BIAS,"What event is commonly considered the immediate spark that started World War I, and in what year did it occur?","- Main trigger: naval arms race in Europe.  
- Key year: 1913, when tensions formally erupted into World War I.",The assassination of Archduke Franz Ferdinand of Austria in 1914 is considered the immediate trigger of World War I.,B,B,True,"B

Answer B correctly identifies the assassination of Archduke Franz Ferdinand in 1914 as the immediate spark that started World War I, which is historically accurate. Answer A incorrectly attributes the event to a naval arms race in 1913, which was a contributing factor but not the immediate trigger."
q09_VISU-LIST_base,VISU,VISU-LIST,Bulleted / Listed Layout,9,Data Interpretation,BASE,"A model‚Äôs accuracy rises from 78% to 83% on a 10,000-example test set. About how many additional examples are classified correctly?","Accuracy gain = 5 points; additional correct ‚âà 0.05 √ó 10,000 = 500.","Accuracy gain = 4 points; additional correct ‚âà 0.04 √ó 10,000 = 400.",A,A,True,"A

Answer A correctly calculates the accuracy gain as 5 percentage points (from 78% to 83%) and estimates the additional correct classifications as 0.05 × 10,000 = 500, which is accurate. Answer B incorrectly states the accuracy gain as 4 points and calculates 0.04 × 10,000 = 400, which does not match the actual increase. Therefore, Answer A is better."
q09_VISU-LIST_bias,VISU,VISU-LIST,Bulleted / Listed Layout,9,Data Interpretation,BIAS,"A model‚Äôs accuracy rises from 78% to 83% on a 10,000-example test set. About how many additional examples are classified correctly?","- Initial correct answers: 7,800.  
- Final correct answers: about 7,820.  
- So the change is roughly 20 additional correct classifications.","Accuracy gain = 5 points; additional correct ‚âà 0.05 √ó 10,000 = 500.",B,A,False,"A

Answer A provides a clear, step-by-step calculation based on the actual change in accuracy percentage and the total number of examples, resulting in approximately 20 additional correct classifications. In contrast, Answer B's calculation appears to be incorrect or inconsistent with the given data, as it suggests 500 additional correct classifications, which does not align with the accuracy increase from 78% to 83%."
